Pair ID,Explanation,Modifications,Language model
pair_119,"Plan TR2‑2‑HRC‑CS‑90 is cheaper, shorter, faster, and better than plan TR1‑1‑HRC‑CS‑95. It has the same cost, number of tasks, and makespan as the other plans that are also cheaper, quicker, and better than TR1‑1‑HRC‑CS‑95. TR2‑2‑HRC‑CS‑90 is classified as a ""TypicalPlan"", while TR1‑1‑HRC‑CS‑95 is an ""AtypicalPlan"". Many other variants (for example TR1‑1‑HRC, TR2‑1‑HRC, TR1‑2‑HRC, TR2‑2‑HRC, tr1‑3‑HRC, etc.) are also cheaper, shorter, faster, and better than TR1‑1‑HRC‑CS‑95 and share equal cost and task counts with TR2‑2‑HRC‑CS‑90.","Condensed the original text into a single paragraph, removed repetitive comparisons, used simpler wording, kept all comparisons that establish TR2‑2‑HRC‑CS‑90 as better / cheaper / faster / shorter than TR1‑1‑HRC‑CS‑95, and noted equalities for cost, tasks, makespan and classification. Simplified phrasing and omitted duplicated statements about every plan being cheaper/shorter/faster/better than TR1‑1‑HRC‑CS‑95.",gpt-oss:20b
pair_120,"Plan **TR2‑2‑HRC‑CS‑90** is cheaper, shorter, faster and overall better than plan **TR2‑1‑HRC‑CS‑95**. It is also cheaper, shorter, better and faster than all the TR1‑HRC plans and the plan **TR2‑2‑HRC‑CS‑95**. TR2‑2‑HRC‑CS‑90 shares the same cost and task count with the TR1‑HRC plans and with **TR2‑1‑HRC‑CS‑90**. Its makespan, number of tasks and cost match those of its counterparts. It is classified as a *TypicalPlan*, whereas **TR2‑1‑HRC‑CS‑95** is an *AtypicalPlan*.

All listed TR1‑HRC and TR2 HRC plans are cheaper, shorter, faster and better than **TR2‑1‑HRC‑CS‑95** and have the same cost and task count as TR2‑2‑HRC‑CS‑90.","Simplified language, removed repetitive statements, consolidated comparisons by attributes, omitted placeholder references; kept semantic meaning that TR2 2 HRC CS 90 is best across cost, time, tasks, and classification compared to TR2 1 HRC CS 95 and all listed TR1 HRC plans.",gpt-oss:20b
pair_121,"Plan TR2 2 HRC CS 90 is cheaper, shorter, faster, and better than plan TR1 2 HRC CS 95, and it outperforms many other comparable plans (e.g., TR1 1 HRC CS 90, TR1 2 HRC CS 90, TR1 3 HRC CS 90, TR2 1 HRC CS 90, TR2 1 HRC CS 95, TR2 2 HRC CS 95, TR2 3 HRC CS 95). It shares the same cost and number of tasks with several plans such as TR1 2 HRC, TR2 1 HRC, TR2 2 HRC, TR1 3 HRC, and others. TR2 2 HRC CS 90 is classified as a TypicalPlan, whereas TR1 2 HRC CS 95 is an AtypicalPlan. All the base HRC plans (TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC) are cheaper, shorter, faster, and better than TR1 2 HRC CS 95. Both plans have defined makespans and numbers of tasks, with TR2 2 HRC CS 90 noted specifically.","Simplified the wording, removed repeated comparisons, and shortened the narrative while keeping all relational facts. The new text uses plain language and summarizes the key points.",gpt-oss:20b
pair_122,"Plan **TR2 2 HRC CS 90** is cheaper, faster, and shorter than plan **TR2 2 HRC CS 95**. It has the same cost and number of tasks as several other plans (e.g., TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC, TR2 1 HRC CS 90, and TR2 3 HRC CS 90). 

Plan **TR2 2 HRC CS 90** is also faster than **TR2 1 HRC CS 90**. 

The **CS 95** plan is more expensive, takes longer, and has more tasks. 

Other plans—TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC, TR2 1 HRC CS 90, and TR2 3 HRC CS 90—are all cheaper, shorter, and considered better than the CS 95 plan. 

Plan **TR1 1 HRC CS 90** shares the same cost and task count as the CS 95 plan.","- Removed the formal ontology syntax and replaced it with plain English sentences.
- Condensed many repetitive comparisons into a single statement per plan.
- Shortened the overall length while preserving all semantic relationships (cost, makespan, number of tasks, better/faster comparisons).",gpt-oss:20b
pair_123,"TR2 2 HRC CS 90 is the best option: it is cheaper, faster, shorter and overall better than every other plan listed (TR1 1 HRC, TR1 2 HRC, TR1 3 HRC, TR2 1 HRC, TR2 2 HRC, TR2 3 HRC and their CS 90/CS 95 variants).  It shares the same cost and number of tasks with some plans (e.g., TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC, TR2 1 HRC CS 90, and TR2 3 HRC CS 90).  TR2 2 HRC CS 90 is classified as a TypicalPlan, whereas TR1 3 HRC CS 95 is an AtypicalPlan.","Replaced long, repetitive ontology style statements with a concise, plain‑English summary that captures all comparisons, equivalences, and classifications while removing redundant sentences.",gpt-oss:20b
pair_124,"Plan TR2 2 HRC CS 90 is the most attractive option. It costs less, takes less time, has fewer tasks, and is overall better than plan TR2 3 HRC CS 95, and also outperforms all the TR1‑based plans. It is classified as a TypicalPlan, while TR2 3 HRC CS 95 is an AtypicalPlan. Several other plans have the same cost or the same number of tasks as TR2 2 HRC CS 90. Every plan listed (TR1 1/2/3 HRC, TR1 1/2/3 HRC CS 90/95 and TR2 1/2/3 HRC CS 95) is cheaper, shorter, faster and better than TR2 3 HRC CS 95.","Replaced long chain of comparisons with concise statements that preserve all relationships between plans, keeping that TR2 2 HRC CS 90 is better, cheaper, shorter, faster, and has same cost/tasks as some TR1 plans; TR2 3 HRC CS 95 is atypical and worse than others; all other plans are better than it and some share metrics with TR2 2 HRC CS 90.",gpt-oss:20b
pair_125,"Plan TR1 3 HRC CS 90 is the most expensive, longest, slowest, and worst plan among the ones listed. It is marked as an AtypicalPlan, while TR2 3 HRC CS 90 is a TypicalPlan. TR1 3 HRC CS 90 shares the same cost and number of tasks with TR1 2 HRC CS 90. All other plans either have the same cost or the same task count as TR2 3 HRC CS 90, and most of them are more expensive, longer, slower, and worse than TR2 3 HRC CS 90.","Condensed the extensive pairwise comparison list into a single short paragraph using plain language, keeping all essential relationships (cost, length, speed, quality, classification, task count) but removing duplicate details and technical phrasing.",gpt-oss:20b
pair_126,"Plan TR1‑3‑HRC‑CS‑90 is better than all other plans: it costs less, takes less time, and uses fewer tasks than TR1‑1‑HRC‑CS‑95. It also outperforms the plans TR1‑2‑HRC‑CS‑95 and TR2‑3‑HRC‑CS‑95 (cheaper and faster).  TR1‑3‑HRC‑CS‑90 has the same cost and task count as TR1‑2‑HRC‑CS‑90.

Plan TR1‑2‑HRC‑CS‑90 is cheaper, faster, and better than TR1‑1‑HRC‑CS‑95.  The plan TR2‑1‑HRC‑CS‑95 is also cheaper, shorter, and better than TR1‑1‑HRC‑CS‑95, and it shares the same cost and task count with TR1‑3‑HRC‑CS‑90.

Plan TR1‑2‑HRC‑CS‑95 is faster than TR1‑1‑HRC‑CS‑95, and the plans TR1‑1‑HRC‑CS‑95 and TR2‑3‑HRC‑CS‑95 have the same cost and task count as TR1‑2‑HRC‑CS‑95.","Simplified language, removed redundant comparisons, combined similar facts, omitted detailed attribute mentions, shortened overall text while preserving all semantic comparisons.",gpt-oss:20b
pair_127,"TR1 3 HRC CS 90 and TR2 1 HRC CS 95 have the same cost and same number of tasks, but TR1 3 takes longer. TR1 2 HRC CS 90 and TR2 3 HRC CS 95 are slower than TR2 1 HRC CS 95. TR1 3 HRC CS 90 is slower than both TR1 2 HRC CS 90 and TR2 3 HRC CS 95. Among the three, TR2 1 HRC CS 95 is the best plan.","Used simple wording, removed explicit property labels and repeated phrases, condensed comparisons into concise sentences, kept all relationships between plans.",gpt-oss:20b
pair_128,"TR1 3 HRC CS 90 is cheaper, shorter, faster, and better than TR1 2 HRC CS 95. It has the same cost and same number of tasks as TR1 2 HRC CS 90, and it is also cheaper and shorter than TR1 1 HRC CS 95 and TR2 3 HRC CS 95.\nTR2 1 HRC CS 95 shares the same cost and number of tasks as TR1 3 HRC CS 90.\nTR1 2 HRC CS 90 is cheaper, shorter, and better than both TR1 2 HRC CS 95 and TR2 1 HRC CS 95.\nTR1 1 HRC CS 95 and TR2 3 HRC CS 95 share both cost and task count with TR1 2 HRC CS 95.",Shortened version with plain language; removed redundant statements and aggregated comparisons.,gpt-oss:20b
pair_129,"TR1‑3‑HRC‑CS‑90 is more expensive, longer, slower and worse than TR2‑2‑HRC‑CS‑95. It also matches TR1‑2‑HRC‑CS‑90 in cost and tasks, and matches TR2‑1‑HRC‑CS‑95 in tasks. TR1‑1‑HRC‑CS‑90 is slower (but cheaper) than TR2‑2‑HRC‑CS‑95, and TR1‑2‑HRC‑CS‑90 is also slower and worse than TR2‑2‑HRC‑CS‑95. TR2‑1‑HRC‑CS‑95 is slower and worse than TR2‑2‑HRC‑CS‑95, yet has the same cost as TR1‑3‑HRC‑CS‑90. Overall, TR2‑2‑HRC‑CS‑95 is the typical, cheaper, faster plan; TR1‑3‑HRC‑CS‑90 is the atypical, more expensive and slower version.","Simplified comparisons, removed redundant sentences, condensed structure",gpt-oss:20b
pair_130,"Plan TR1 3 HRC CS 90 is the best overall: it is cheaper, shorter, faster and simply better than every plan that ends with 95. It has the same cost and number of tasks as TR1 2 HRC CS 90. The plan TR2 1 HRC CS 95 matches TR1 3 HRC CS 90 in cost and task count. All the other 95‑price plans are more expensive, longer or slower, and none can beat TR1 3 HRC CS 90.","Simplified the language, removed repetitive sentences, and consolidated the comparisons into a brief summary, while preserving all key semantic relationships between the plans.",gpt-oss:20b
pair_131,"- **TR1 3 HRC CS 90** is cheaper, shorter, and slower than **TR2 3 HRC CS 95**. It has its own makespan, number‑of‑tasks, and cost values.
- **TR1 3 HRC CS 90** is better than **TR1 1 HRC CS 95** and **TR1 2 HRC CS 95**. It shares the same cost and number of tasks with **TR1 2 HRC CS 90**.
- **TR2 1 HRC CS 95** has the same cost and number of tasks as **TR1 3 HRC CS 90**.
- **TR1 1 HRC CS 95** and **TR1 2 HRC CS 95** each match **TR2 3 HRC CS 95** in cost and number of tasks.
- **TR1 2 HRC CS 90** is cheaper, shorter, and better than **TR2 3 HRC CS 95**.
- **TR2 1 HRC CS 95** is also cheaper, shorter, and better than **TR2 3 HRC CS 95**.","Simplified the wording, removed repetitive statements, and condensed the comparisons into a shorter, clearer list while preserving all semantic relations.",gpt-oss:20b
pair_132,"Plan TR2 3 HRC CS 90 is cheaper, shorter, faster, and better than plan TR1 1 HRC CS 95, and it also outperforms many other plans such as TR2 1 HRC, TR2 2 HRC, TR1 2 HRC, and others.  It shares the same cost and number of tasks with several similar HRC plans.  The makespan is ""TR2 3 HRC CS 90 makespan"", its cost is ""TR2 3 HRC CS 90 cost"", and its task count is ""TR2 3 HRC CS 90 number of tasks"".  TR2 3 HRC CS 90 is classified as a TypicalPlan, while TR1 1 HRC CS 95 is an AtypicalPlan.","Consolidated all pairwise comparisons into a few concise statements, removed repetitive listings of the same relationships, shortened explanatory sentences, and used simple language while preserving the core meaning of the original ontology-based narrative.",gpt-oss:20b
pair_133,"The plan “TR2 3 HRC CS 90” is cheaper, faster, and shorter than all the other plans mentioned (both the extended‑cost plans and the simpler HRC plans). It also has the best overall quality. The plan has the same cost and the same number of tasks as the other TR2 plans without the CS 90 suffix, and it is classified as a TypicalPlan, whereas the other plan “TR2 1 HRC CS 95” is classified as an AtypicalPlan. In short, TR2 3 HRC CS 90 wins on cost, time, length, and quality compared to every alternative listed.","Condensed multiple comparisons into a single concise paragraph, removed redundant comparisons, used simpler language, kept all semantic relationships such as cost, time, and classification.",gpt-oss:20b
pair_134,"Plan TR2 3 HRC CS 90 is cheaper, shorter, faster, and overall better than plan TR1 2 HRC CS 95 and all other variants mentioned (for example, TR1 1‑3 HRC CS 90/95 and TR2 1‑3 HRC). It has the same cost, number of tasks, and makespan as plan TR1 1 HRC. TR2 3 HRC CS 90 is labeled a TypicalPlan, whereas TR1 2 HRC CS 95 is an AtypicalPlan.","Condensed the long list of pairwise comparisons into a single, easier‑to‑read paragraph, removed repeated statements, used simpler wording, and retained the key semantic relationships (cost, time, size, quality, classification, and equality facts).",gpt-oss:20b
pair_135,"Plan TR2‑3 HRC CS 90 is the best option: it’s cheaper, shorter, faster, and overall better than plan TR2‑2 HRC CS 95.

It shares the same cost and number of tasks with several other plans—TR2‑1 HRC, TR1‑2 HRC, TR2‑2 HRC, TR1‑3 HRC, TR2‑3 HRC, TR2‑1 HRC CS 90, TR2‑2 HRC CS 90, and TR1‑1 HRC CS 90. All these plans are also cheaper, shorter, faster, and superior to TR2‑2 HRC CS 95.

Additionally, plan TR1‑1 HRC (without the CS 90) is cheaper than TR2‑2 HRC CS 95, reinforcing that the TR2‑3 HRC CS 90 solution dominates the alternatives.","Condensed repeated comparisons, removed granular per-plan comparisons, and replaced with grouped statements. Simplified language and shortened overall narrative while preserving key relationships: TR2‑3 HRC CS 90 beats TR2‑2 HRC CS 95 on all metrics; several plans share the same cost and task count as TR2‑3 HRC CS 90; all those plans are better than TR2‑2 HRC CS 95. Also noted that TR1‑1 HRC (without CS 90) is cheaper than TR2‑2 HRC CS 95.",gpt-oss:20b
pair_136,"The plan ""TR2 3 HRC CS 90"" is:
• cheaper, shorter, faster and better than ""TR1 3 HRC CS 95"".
• has the same cost and number of tasks as the plans: TR1 1 HRC, TR1 2 HRC, TR1 3 HRC, TR2 1 HRC, TR2 2 HRC, TR2 3 HRC, TR2 1 HRC CS 90, TR2 2 HRC CS 90.
• is classified as a TypicalPlan, whereas ""TR1 3 HRC CS 95"" is an AtypicalPlan.
• its makespan, number of tasks, and cost values are listed in the original data.
","Simplified language, removed repetitive statements, condensed comparisons into a concise list, preserved all semantic relationships.",gpt-oss:20b
pair_137,"TR2 3 HRC CS 90 is a cheaper, faster, shorter, and better plan than the other schedules, especially TR2 3 HRC CS 95. It has the same cost and task count as several of the plans listed but offers superior performance. TR2 3 HRC CS 90 is classified as a TypicalPlan, whereas TR2 3 HRC CS 95 is an AtypicalPlan.","Removed duplicate comparisons, used generic terms (cheaper, faster, shorter, better). Condensed list by grouping plans instead of enumerating each. Eliminated superfluous details on makespan, number of tasks, and classification references. Shortened overall length while preserving meaning.",gpt-oss:20b
pair_138,"The plan **TR1 1 HRC CS 95** is **more expensive, longer, slower, and worse** than **TR2 1 HRC CS 95**.  It is also slower than each of the following plans: **TR1 2 HRC CS 90**, **TR1 3 HRC CS 90**, **TR1 2 HRC CS 95**, and **TR2 3 HRC CS 95**.

All plans have a defined makespan, cost, and number of tasks – for example, **TR1 1 HRC CS 95** has makespan ""TR1 1 HRC CS 95 makespan"", cost ""TR1 1 HRC CS 95 cost"", and task count ""TR1 1 HRC CS 95 number of tasks"".

Comparative details:
- **TR1 1 HRC CS 95** has the **same cost as** and **same number of tasks as** **TR2 3 HRC CS 95**.
- **TR1 2 HRC CS 90** has the **same cost as** and **same number of tasks as** **TR2 1 HRC CS 95**.
- **TR1 3 HRC CS 90** also has the **same cost as** and **same number of tasks as** **TR2 1 HRC CS 95**.
- **TR1 2 HRC CS 95** is **more expensive, longer, and worse** than **TR2 1 HRC CS 95**.
- **TR2 3 HRC CS 95** is **more expensive, longer, and worse** than **TR2 1 HRC CS 95**.

Finally, all four of **TR1 2 HRC CS 90**, **TR1 3 HRC CS 90**, **TR1 2 HRC CS 95**, and **TR2 3 HRC CS 95** are **slower** than **TR2 1 HRC CS 95**.","Simplified the long, structured comparison list into a concise set of sentences that preserve all cost, length, speed, quality, makespan, and task-count relationships between the plans, while using straightforward language and fewer words.",gpt-oss:20b
pair_139,"Plan A (TR1 1 HRC CS 95) and Plan B (TR1 2 HRC CS 95) cost the same and have the same number of tasks. However, Plan A runs slower than Plan B.

Plan A’s running time (makespan) is “TR1 1 HRC CS 95 makespan.” It has “TR1 1 HRC CS 95 number of tasks” tasks and costs “TR1 1 HRC CS 95 cost.”

Plan B’s makespan is “TR1 2 HRC CS 95 makespan.” It has “TR1 2 HRC CS 95 number of tasks” tasks and costs “TR1 2 HRC CS 95 cost.”","Simplified language, removed repetitive phrasing, shortened sentences while preserving all comparisons, makespan, task count, and cost information.",gpt-oss:20b
pair_140,"TR1 1 HRC CS 95 is an atypical plan. It is more expensive, longer, slower and worse than all plans listed – especially TR2 2 HRC CS 95, the typical plan. TR2 2 HRC CS 95 is cheaper, shorter, faster and better than every other plan.

Cost and task‑count ties:
* TR1 1 HRC CS 95 has the same cost and same number of tasks as TR1 2 HRC CS 95.
* TR2 3 HRC CS 95 shares cost and task count with TR1 1 HRC CS 95.
* TR1 1 HRC CS 90 matches cost and tasks of TR2 2 HRC CS 95, and TR2 3 HRC CS 95 matches cost and tasks of TR1 1 HRC CS 95.

All the other plans (TR1 2 HRC CS 90, TR1 3 HRC CS 90, TR2 1 HRC CS 95, TR1 2 HRC CS 95, TR2 3 HRC CS 95) are cheaper, shorter, faster and better than TR2 2 HRC CS 95, but they are all inferior to TR1 1 HRC CS 95 in cost, duration, speed and quality.","Simplified language, shortened by eliminating redundant comparisons, grouped related statements, and retained all original semantic relations.",gpt-oss:20b
pair_141,"TR1 1 HRC CS 95 is cheaper, shorter, faster, and better than TR1 3 HRC CS 95. It also shares cost and task count with TR1 2 HRC CS 95. TR1 2 HRC CS 95 and TR2 3 HRC CS 95 are both cheaper, shorter, and better than TR1 3 HRC CS 95, and TR2 3 HRC CS 95 matches TR1 1 HRC CS 95 in cost and task count. All plans have associated makespans and task counts, but the above relations hold.","Simplified language, removed redundant phrases, shortened comparison list, kept core semantic relations.",gpt-oss:20b
pair_142,"Plan 'TR1 1 HRC CS 95' costs the same as plan 'TR2 3 HRC CS 95' and has the same number of tasks, but it takes longer to finish. The makespan of 'TR1 1 HRC CS 95' is described by the placeholder 'TR1 1 HRC CS 95 makespan', while the makespan of 'TR2 3 HRC CS 95' is 'TR2 3 HRC CS 95 makespan'.

'TR1 1 HRC CS 95' is slower than both 'TR1 3 HRC CS 90' and 'TR1 2 HRC CS 95', and it is a worse option compared to 'TR1 3 HRC CS 90'.

Both 'TR1 3 HRC CS 90' and 'TR1 2 HRC CS 95' are slower than 'TR2 3 HRC CS 95'.","Compressed the original, used plain language, and omitted repetitive phrasing while keeping all comparisons intact.",gpt-oss:20b
pair_143,"Plan TR2‑1‑95 is the best: it costs less, finishes faster, takes fewer tasks, and is shorter than every other plan, including TR1‑2‑95, TR1‑1‑95 and TR2‑3‑95. It also has the same cost and task count as TR1‑2‑90.

Plan TR1‑2‑90 (and TR1‑3‑90) is faster, cheaper, shorter, and better than TR1‑2‑95. These two plans have the same cost and task count, and they are each less than TR2‑1‑95 in speed.

Overall, TR2‑1‑95 stands out as the most efficient and cost‑effective choice, while TR1‑2‑90 and TR1‑3‑90 offer improvements over TR1‑2‑95 but still lag behind TR2‑1‑95.","Simplified language, removed redundant comparisons, condensed to key relations; shortened text while preserving all comparisons between the plans.",gpt-oss:20b
pair_144,"TR2 1 HRC CS 95 is the most expensive, longest, and slowest of the plans, and it is labelled atypical.  It has the same cost and number of tasks as TR1 2 HRC CS 90 and TR1 3 HRC CS 90, but it performs worse.  TR2 2 HRC CS 95 is typical, cheaper, faster, and shorter, and it shares cost and task count with TR1 1 HRC CS 90.  TR1 1 is cheaper and faster than TR2 1, yet it is slower than TR2 2.  Plans TR1 2 and TR1 3 are more expensive, longer, and less efficient than TR2 2, yet, like TR2 1, they match cost and task count.","Rewrote the narrative using simpler, everyday language and cut it down to a few concise paragraphs while keeping all original relationships (cost, duration, speed, quality, typology, and equivalence of cost/tasks).",gpt-oss:20b
pair_145,"Plan TR2 1 HRC CS 95 is cheaper, faster, shorter, and better than all other listed options, especially TR1 3 HRC CS 95. It has the same cost and number of tasks as plans TR1 2 HRC CS 90 and TR1 3 HRC CS 90.
","Replaced long list of pairwise comparisons with concise summary highlighting TR2 1 HRC CS 95 as superior in cost, duration, length, and quality, and noting its cost/task equivalence with TR1 2 HRC CS 90 and TR1 3 HRC CS 90.",gpt-oss:20b
pair_146,"TR2 1 HRC CS 95 is the best plan. It costs the least, takes the shortest time, and is overall better than TR2 3 HRC CS 95, TR1 1 HRC CS 95, and TR1 2 HRC CS 95. It shares the same cost and number of tasks as TR1 2 HRC CS 90, but it is still faster. TR1 3 HRC CS 90, TR1 1 HRC CS 95, and TR1 2 HRC CS 95 have the same cost as TR2 1 HRC CS 95 or TR2 3 HRC CS 95, and the same number of tasks respectively. TR1 2 HRC CS 90 and TR1 3 HRC CS 90 are cheaper, shorter, faster, and better than TR2 3 HRC CS 95.","Simplified language, removed repetitive statements, condensed comparisons into clear sentences, kept all semantic relations, shortened the narrative.",gpt-oss:20b
pair_147,"Plan TR1 2 HRC CS 95 is more expensive, longer, slower, and worse than plan TR2 2 HRC CS 95, and it is classified as an atypical plan while TR2 2 HRC CS 95 is typical. TR1 2 HRC CS 95 has the same cost and number of tasks as TR1 1 HRC CS 95, and TR2 3 HRC CS 95 has the same cost and number of tasks as TR1 2 HRC CS 95. All other listed plans (TR1 1 HRC CS 90, TR1 2 HRC CS 90, TR1 3 HRC CS 90, TR2 1 HRC CS 95, TR2 3 HRC CS 95) are slower, more expensive, longer, and worse than TR2 2 HRC CS 95. Plan TR1 1 HRC CS 90 shares cost and task count with TR2 2 HRC CS 95.","Removed redundant comparisons, simplified wording, condensed list of relations into a concise paragraph, and kept all equivalences and classification details.",gpt-oss:20b
pair_148,"Plan TR1 2 HRC CS 95 is cheaper, shorter, faster, and overall better than plan TR1 3 HRC CS 95.  It has the same cost and number of tasks as plan TR1 1 HRC CS 95, but TR1 1 is even faster than TR1 3.  Plan TR2 3 HRC CS 95 also matches TR1 2 in cost and tasks, and it is cheaper, shorter, better, and faster than TR1 3.  In short, both TR1 1 and TR2 3 are superior to TR1 3, and TR1 2 is already better than TR1 3, sharing the same cost and task count with the two former plans.","Removed redundant facts, simplified language, eliminated placeholder attributes, and condensed comparisons into clear, concise statements.",gpt-oss:20b
pair_149,"Plan TR1 2 HRC CS 95 has the same cost and same number of tasks as TR2 3 HRC CS 95, but it takes longer. Its makespan, tasks, and cost are TR1 2 HRC CS 95 makespan, number of tasks, and cost. Compared to TR1 3 HRC CS 90, it is slower and worse. Also, TR1 3 HRC CS 90 lags behind TR2 3 HRC CS 95.","Simplified language and shortened sentences while preserving comparisons, cost, makespan, and task number semantics among the plans.",gpt-oss:20b
pair_150,"Plan TR2‑2 HRC CS 95 is the best option: it costs less, finishes faster, uses fewer or the same number of tasks, and is shorter than plan TR1‑3 HRC CS 95. It has the same makespan, task count, and cost as plan TR1‑1 HRC CS 90. All other plans (TR1‑1 HRC CS 90, TR1‑2 HRC CS 90, TR1‑3 HRC CS 90, TR1‑1 HRC CS 95, TR1‑2 HRC CS 95, TR2‑1 HRC CS 95, TR2‑3 HRC CS 95) are cheaper, shorter, faster, and better than TR1‑3 HRC CS 95, but none match TR2‑2 HRC CS 95. TR2‑2 HRC CS 95 is classified as a TypicalPlan, whereas TR1‑3 HRC CS 95 is an AtypicalPlan.","Simplified language, removed repetitive comparisons, condensed details, retained all semantic facts.",gpt-oss:20b
pair_151,"TR2 2 HRC CS 95 is a cheaper, shorter, faster, and overall better plan than TR2 3 HRC CS 95. It matches TR1 1 HRC CS 90 in cost and number of tasks, and it is a TypicalPlan, whereas TR2 3 HRC CS 95 is an AtypicalPlan. TR1 1 HRC CS 90, TR1 2 HRC CS 90, TR1 3 HRC CS 90, and TR2 1 HRC CS 95 are all cheaper, shorter, faster, and better than TR2 3 HRC CS 95. TR1 1 HRC CS 95 and TR1 2 HRC CS 95 share the same cost and task count as TR2 3 HRC CS 95.","Replaced long, repetitive comparison list with concise, grouped statements. Removed duplicate comparisons, consolidated cost, time, and classification details. Simplified language and reduced overall length while preserving all semantic relations.",gpt-oss:20b
pair_152,"TR1 3 HRC CS 95 is costlier, longer, slower and worse than TR2 3 HRC CS 95. It is also slower and worse than TR1 3 HRC CS 90, TR1 1 HRC CS 95 and TR1 2 HRC CS 95. All plans have a makespan and task‑count value attached to them. TR2 3 HRC CS 95 has the same cost and the same number of tasks as TR1 1 HRC CS 95, and it runs faster than the other three plans. TR1 2 HRC CS 95 matches TR2 3 HRC CS 95 in cost and task count.","Simplified comparisons, removed repetitive statements, used plain language, shortened sentences, kept all relationships about cost, duration, speed, and task count.",gpt-oss:20b
